BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD
2006-BFN-1023430,CHAFFEE PARK LIQUORS,4836 N PECOS ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-03-11 07:52:58.000001,2020-04-11 00:00:00,176298.0,4836 N Pecos St,None,Denver,CO,None,1,1,00201,3138921.0,1710914.0
2015-BFN-0000841,TACOS EL PAISA,1920 N FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-08 13:54:21,2019-05-07 00:00:00,53798.0,1920 N Federal Blvd,None,Denver,CO,None,1,1,00600,3133627.0,1697305.0
2017-BFN-0002342,STOWAWAY COFFEE & KITCHEN,2528 WALNUT STUNIT 104 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-07-16 08:46:08,2019-07-04 00:00:00,488520.0,2528 Walnut St Unit 104,None,Denver,CO,None,9,2,01600,3144305.0,1701638.0
2013-BFN-1067507,MY GOODS MARKET  #6509,1696 S COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-10-22 10:14:02,2019-11-29 00:00:00,137928.0,1696 S Colorado Blvd,None,Denver,CO,None,6,3,05104,3157538.0,1675235.0
2018-BFN-0004116,THE CHERRY CREEK NORTH FOUNDATION,150 N FILLMORE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-03 15:50:32.000001,2019-07-03 00:00:00,158382.0,150 N Fillmore St,None,Denver,CO,None,10,3,03800,3153863.0,1687146.0
2003-BFN-1005051,EL CAMINO TAVERN,3628 W 32ND AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-11-19 10:28:53,2019-12-14 00:00:00,222812.0,3628 W 32nd Ave,None,Denver,CO,None,1,1,00303,3130609.0,1702788.0
2003-BFN-1006430,ROYAL WINE & SPIRITS,2239 E BRUCE RANDOLPH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2019-02-01 12:13:37,2020-03-18 00:00:00,179732.0,2239 E Bruce Randolph Ave,None,Denver,CO,None,9,2,03601,3151808.0,1703862.0
2014-BFN-1073158,7-ELEVEN STORE 35995B,1600 E EVANS AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-06-22 09:10:02,2019-07-12 00:00:00,112001.0,1600 E Evans Ave,None,Denver,CO,None,6,3,03004,3149618.0,1672370.0
2004-BFN-1009620,THE WAY BACK,3963 TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-29 12:17:57.000001,2020-03-12 00:00:00,179435.0,3963 N Tennyson St,None,Denver,CO,None,1,1,00301,3128123.0,1706508.0
2015-BFN-0004803,FROZEN MATTER,530 E 19TH ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-10-08 13:36:29,2019-10-06 00:00:00,166507.0,530 E 19th Ave,None,Denver,CO,None,10,6,02601,3146089.0,1697003.0
2001-BFN-1872,LOGAN LIQUORS,100 S LOGAN ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-09-18 12:00:10,2019-10-22 00:00:00,None,None,None,None,None,None,7,3,02802,3145609.0,1685558.0
2010-BFN-1047188,MOZART'S DENVER,1417 KRAMERIA ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-24 11:44:19,2019-08-29 00:00:00,182304.0,1417 N Krameria St,None,Denver,CO,None,5,2,04304,3164158.0,1694528.0
2018-BFN-0008860,NOSTRUM NON PROFIT,5138 W 29TH AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-12-27 12:10:16,2019-12-27 00:00:00,50087.0,5138 W 29th Ave,None,Denver,CO,None,1,1,00501,3125655.0,1701390.0
2015-BFN-0004298,"GLYNN GLENN LLC, DBA CORKS",1600 PLATTE ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-07-08 00:00:00,2016-07-08 00:00:00,45330.0,1600 Platte St,None,Denver,CO,None,1,1,01102,3138526.0,1701230.0
2009-BFN-1041208,10,1437 MARKET ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-07-13 14:58:05,2019-08-18 00:00:00,54029.0,1437 Market St,None,Denver,CO,None,9,6,01701,3140498.0,1698002.0
2018-BFN-0006976,HUNGER FREE COLORADO,1302 E 6TH AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-05 08:15:01,2019-10-05 00:00:00,176428.0,1302 E 6th Ave,None,Denver,CO,None,10,3,03203,3148650.0,1689562.0
2002-BFN-9948,P&S LOUNGE,3416 E COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-23 16:30:28.000001,2020-02-20 00:00:00,246433.0,3416 E Colfax Ave,None,Denver,CO,None,10,2,03703,3155575.0,1694874.0
2007-BFN-1026028,CIRCLE K STORE #2709900,1300 W COLFAX AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-12-31 13:57:43.000001,2019-07-12 00:00:00,68551.0,1300 W Colfax Ave,None,Denver,CO,None,3,1,01900,3139597.0,1694681.0
2005-BFN-1017748,WAHOO'S FISH TACO,6300 E HAMPDEN AVE UNIT A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-29 12:45:04.000001,2020-01-19 00:00:00,270115.0,6300 E Hampden Ave Unit A,None,Denver,CO,None,4,3,06809,3164363.0,1662952.0
2018-BFN-0002731,YOUTH ON RECORD,222 N DETROIT ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-05-21 15:34:21.000001,2019-05-21 00:00:00,84898.0,222 N Detroit St,None,Denver,CO,None,10,3,03800,3153501.0,1687555.0
2019-BFN-0000306,SPIN ENTERPRISES INCORPERATED,2155 S SHERIDAN BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-01-30 10:22:55,2020-01-30 00:00:00,174142.0,2155 S Sheridan Blvd,None,Denver,CO,None,2,4,04700,3124921.0,1672133.0
2014-BFN-1072563,EL RIO GRANDE RESTAURANT & CANTINA,1050 W EVANS AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-12-07 13:08:37,2019-12-14 00:00:00,115991.0,1050 W Evans Ave,None,Denver,CO,None,7,4,05400,3140653.0,1672333.0
2012-BFN-1058343,7-ELEVEN STORE 23664A,2396 S FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-03-27 09:51:34,2020-04-16 00:00:00,117865.0,2396 S Federal Blvd,None,Denver,CO,None,7,4,05400,3133796.0,1670603.0
2018-BFN-0006513,JMF CORPORATION,2100 CURTIS ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-26 10:44:40,2019-09-26 00:00:00,246504.0,2100 Curtis St,None,Denver,CO,None,9,6,01600,3143811.0,1699153.0
2011-BFN-1056419,DEVOUR THE 303,1135 E EVANS AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-20 00:00:00,2020-02-13 00:00:00,236603.0,1135 E Evans Ave,None,Denver,CO,None,7,3,03001,3148123.0,1672522.0
2017-BFN-0001807,CONNOISSEUR ENCOUTNERS COMPANY INC,1920 MARKET ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2017-03-14 00:00:00,2018-03-14 00:00:00,225505.0,1920 Market St,None,Denver,CO,None,9,6,01701,3142235.0,1699538.0
2005-BFN-1015473,CORKS,1620 PLATTE ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2018-07-19 01:19:15,2014-06-30 00:00:00,45331.0,1620 Platte St,None,Denver,CO,None,1,1,01102,3138537.0,1701092.0
2018-BFN-0002810,DRAGON 5280,4700 W BYRON PL,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-05-23 11:50:39.000001,2019-05-23 00:00:00,264314.0,4700 W Byron Pl,None,Denver,CO,None,1,1,00501,3127071.0,1699189.0
2004-BFN-1008638,THE WALNUT ROOM,3131 WALNUT ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-22 10:20:21,2019-07-05 00:00:00,None,None,None,None,None,None,9,2,01600,3146249.0,1703761.0
2016-BFN-0000396,715 CLUB,715 E 26TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2019-02-20 14:08:07.000001,2020-03-22 00:00:00,246427.0,715 E 26th Ave,None,Denver,CO,None,9,2,02403,3146891.0,1700241.0
2013-BFN-1065234,CAPITOL HEIGHTS PHARMACY,1200 MADISON ST,LIQUOR - DRUG STORE,LICENSE ISSUED - ACTIVE,2018-11-16 12:15:43,2019-12-16 00:00:00,246295.0,1200 N Madison St,None,Denver,CO,None,10,2,03703,3155851.0,1693173.0
2001-BFN-91163,NOODLES & COMPANY,1460 16TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-14 10:40:28,2019-11-21 00:00:00,159868.0,1460 16th St,None,Denver,CO,None,9,6,01701,3140822.0,1698537.0
2018-BFN-0006479,OLD SOUTH PEARL STREET MERCHANTS ASSOCIATION,1550 S PEARL ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-20 13:27:44.000001,2019-09-20 00:00:00,105005.0,1550 S Pearl St,None,Denver,CO,None,7,3,03001,3146312.0,1676063.0
2019-BFN-0001105,MASTER COMMUNITY ASOCIATION,8371 E NORTHFIELD BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-25 11:16:16,2020-02-25 00:00:00,485581.0,8371 E Northfield Blvd,None,Denver,CO,None,8,5,04105,3171125.0,1711796.0
2018-BFN-0005586,LA JAULA SPORTS BAR AND GRILL,1750 W MISSISSIPPI AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-29 12:23:35,2019-10-28 00:00:00,245877.0,1750 W Mississippi Ave,None,Denver,CO,None,7,4,01401,3138539.0,1678950.0
2007-BFN-1028302,IMPROV COMEDY CLUB & DINNER THEATRE,8246 E NORTHFIELD BLVDUNIT 1400 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-10-09 09:58:22,2019-10-10 00:00:00,270144.0,8246 E Northfield Blvd Unit 1400,None,Denver,CO,None,8,5,04105,3170692.0,1710583.0
2001-BFN-79952,PARAMOUNT CAFE,519 16TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-09-10 09:50:33,2019-09-24 00:00:00,246489.0,519 16th St,None,Denver,CO,None,9,6,01702,3143215.0,1696368.0
2012-BFN-1058164,VILLAGE WEST LIQUORS,8555 W BELLEVIEW AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2014-02-12 00:00:00,2015-02-14 00:00:00,155994.0,8555 W Belleview Ave,None,Denver,CO,None,2,4,12014,3114526.0,1653012.0
2014-BFN-1072921,7-ELEVEN STORE 35519B,4406 SHERIDAN BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-09-13 00:00:00,2019-07-24 00:00:00,27838.0,4406 N Sheridan Blvd,None,Denver,CO,None,1,1,00102,3125674.0,1708184.0
2002-BFN-13811,KING SOOPERS #7,5125 W FLORIDA AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-06-22 09:04:48,2019-06-25 00:00:00,98306.0,5125 W Florida Ave,None,Denver,CO,None,3,4,04601,3126069.0,1676708.0
2018-BFN-0007678,SCFD SCIENTIFIC & CULTURAL FACILITIES DISTRICT,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-31 09:35:08,2019-10-31 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2012-BFN-1058391,PRIDE AND SWAGGER,450 E 17TH AVE UNIT 110 ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-10-22 11:38:30,2019-10-30 00:00:00,240318.0,450 E 17th Ave Unit 110,None,Denver,CO,None,10,6,02601,3145820.0,1695927.0
2016-BFN-0003271,CORNER RAMEN,1629 E BRUCE RANDOLPH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-08-20 11:51:30,2020-01-17 00:00:00,40351.0,1629 E Bruce Randolph Ave,None,Denver,CO,None,9,2,03601,3149716.0,1703842.0
2017-BFN-0009086,SAVE-A-LOT PECOS,4860 N PECOS ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-02-20 15:38:44,2020-03-12 00:00:00,176297.0,4860 N Pecos St,None,Denver,CO,None,1,1,00201,3138874.0,1711094.0
2007-BFN-1027152,SOUTHMOOR WINE & SPIRITS,3533 S MONACO PKWY,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-07-10 09:47:32,2019-08-14 00:00:00,250831.0,3533 S Monaco Street Pkwy,None,Denver,CO,None,4,3,06809,3165130.0,1662910.0
2012-BFN-1063178,MALI THAI CUISINE,4955 S ULSTER STSUITE 104 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-24 09:31:47,2020-02-07 00:00:00,362899.0,4955 S Ulster St Ste 104,None,Denver,CO,None,4,3,06804,3170362.0,1653802.0
2001-BFN-41660,WALKERS PUB,3333 W REGIS BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2017-10-11 10:30:10,2018-09-23 00:00:00,381245.0,3333 W Regis Blvd Util 1,None,Denver,CO,None,1,1,00101,3132334.0,1713259.0
2018-BFN-0007032,MAINSTREAM NAILS,1705 E 31ST AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2019-01-29 13:13:36,2020-01-01 00:00:00,530787.0,1705 E 31st Ave,None,Denver,CO,None,9,2,02300,3149909.0,1702475.0
2012-BFN-1063561,BROOKDALE MOUNTAIN VIEW,8101 E MISSISSIPPI AVE,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-30 11:02:22,2019-05-01 00:00:00,134771.0,8101 E Mississippi Ave,None,Denver,CO,None,5,3,07088,3170809.0,1679526.0
2002-BFN-68372,THE DIRTY DUCK BAR,4780 E EVANS AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-05-30 11:27:38,2019-06-11 00:00:00,142447.0,4780 E Evans Ave,None,Denver,CO,None,4,3,06901,3159901.0,1672438.0
2019-BFN-0000650,LIFE/ART DANCE ENSEMBLE,216 S GRANT ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-12 07:42:30,2020-02-12 00:00:00,81470.0,216 S Grant St,None,Denver,CO,None,7,3,02802,3145262.0,1684884.0
2014-BFN-1073167,INDIAS,8921 E HAMPDEN ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-14 09:24:31,2020-01-02 00:00:00,248219.0,8921 E Hampden Ave,None,Denver,CO,None,4,3,06814,3173617.0,1663508.0
2006-BFN-1022474,EARL'S KITCHEN + BAR,1600 GLENARM PLSUITE 140 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-09 08:34:04.000001,2019-11-06 00:00:00,270567.0,1600 Glenarm Pl Unit 140,None,Denver,CO,None,9,6,01702,3143476.0,1696290.0
2019-BFN-0000500,COLORADO FOURTEENERS INITIATIVE,250 N COLUMBINE STSTE 110 ,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-05 15:01:23,2020-02-05 00:00:00,465082.0,250 N Columbine St Ste 110,None,Denver,CO,None,10,3,03800,3152778.0,1687637.0
2012-BFN-1063413,LI'L DEVILS,255 S BROADWAY ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2019-01-23 14:59:17,2020-02-20 00:00:00,178753.0,255 S Broadway,None,Denver,CO,None,7,3,02100,3144109.0,1684622.0
2002-BFN-29048,CHARLIE'S BAR,900 E COLFAX AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-10 10:39:50.000001,2019-12-08 00:00:00,261045.0,900 E Colfax Ave,None,Denver,CO,None,10,6,02703,3147265.0,1694803.0
2004-BFN-1008238,MICI,1531 STOUT ST #150 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-07-16 08:05:58.000001,2019-06-30 00:00:00,None,None,None,None,None,None,9,6,01702,3142300.0,1696846.0
2002-BFN-43786,ZAIDY'S OF CHERRY CREEK,121 ADAMS ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-29 12:55:05,2019-04-09 00:00:00,246564.0,121 N Adams St,None,Denver,CO,None,10,3,03800,3155033.0,1686972.0
2010-BFN-1046440,THE COLLEGE INN,4400 E 8TH AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-25 15:31:09,2019-06-10 00:00:00,246499.0,4400 E 8th Ave,None,Denver,CO,None,5,2,04301,3158686.0,1690955.0
2001-BFN-59061,GRAND CHINA RESTAURANT,2200 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-11-19 12:19:39.000001,2019-11-01 00:00:00,246400.0,2200 E Colfax Ave,None,Denver,CO,None,10,6,03202,3151691.0,1694777.0
2019-BFN-0001323,DENVER BOTANIC GARDENS,1007 N YORK ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-03-14 12:46:53,2020-03-14 00:00:00,270201.0,1007 N York St,None,Denver,CO,None,10,6,03202,3151818.0,1691945.0
2016-BFN-0002516,801 CHOPHOUSE,3000 E 1ST  P106 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-31 10:59:26,2019-06-12 00:00:00,521740.0,3000 E 1st Ave Ste P106,None,Denver,CO,None,10,3,03800,3153792.0,1686669.0
2002-BFN-21032,THE COMPOUND INC,145 BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-09 11:45:37,2019-04-07 00:00:00,183841.0,145 N Broadway,None,Denver,CO,None,7,3,02100,3144032.0,1687242.0
2014-BFN-1072225,TOKIO,2907 HURON STUNIT 103 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-06-08 15:41:43,2019-06-29 00:00:00,222578.0,2907 N Huron St,None,Denver,CO,None,9,6,01600,3141336.0,1701603.0
2002-BFN-65986,RISTORANTE PIATTI,190 SAINT PAUL ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-02-20 11:32:09,2020-03-07 00:00:00,84949.0,190 N Saint Paul St,None,Denver,CO,None,10,3,03800,3154533.0,1687312.0
2014-BFN-0005583,ANTHONY'S PIZZA & PASTA,700 N COLORADO UNIT B ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-02-20 11:02:25,2020-03-03 00:00:00,129937.0,700 N Colorado Blvd,None,Denver,CO,None,5,2,04301,3157424.0,1690420.0
2017-BFN-0009103,BONCHON,8302 E NORTHFIELD BLVDSTE 1590 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-01 15:05:31,2019-06-11 00:00:00,32578744.0,8302 E Northfield Blvd Ste 1590,None,Denver,CO,None,8,5,04105,3171113.0,1709879.0
2010-BFN-1050957,THE MATCHBOX,2625 LARIMER ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-26 13:43:51,2020-02-02 00:00:00,43205.0,2625 Larimer St,None,Denver,CO,None,9,2,01600,3144765.0,1701816.0
2011-BFN-1055369,EL TAMARINDO RESTAURANT,7700 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-08-23 16:17:27,2019-09-11 00:00:00,125647.0,7700 E Colfax Ave,None,Denver,CO,None,5,2,04404,3169184.0,1694939.0
2014-BFN-1074736,RECESS,2715 17TH STSUITE 103 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-08 08:17:55,2019-11-18 00:00:00,44899.0,2715 17th St,None,Denver,CO,None,1,1,01102,3137625.0,1702633.0
2018-BFN-0007019,PROVIDENCE NETWORK,2000 E BUCHTEL BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-11 07:57:07,2019-10-11 00:00:00,158592.0,2000 E Buchtel Blvd,None,Denver,CO,None,6,3,03003,3151026.0,1674186.0
2018-BFN-0007746,AUGUSTANA ARTS INC,216 S GRANT ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-31 09:53:14,2019-10-31 00:00:00,81470.0,216 S Grant St,None,Denver,CO,None,7,3,02802,3145262.0,1684884.0
2013-BFN-1064074,COSTCO WHOLESALE #443,7900 W QUINCY AVE,LIQUOR - DRUG STORE,LICENSE ISSUED - ACTIVE,2019-03-11 07:46:01,2020-03-27 00:00:00,156196.0,7900 W Quincy Ave,None,Denver,CO,None,2,4,12014,3116548.0,1657295.0
2003-BFN-1006129,THE CAPITAL GRILLE OF DENVER #8018,1450 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-26 11:09:09.000001,2020-01-11 00:00:00,175442.0,1450 Larimer St,None,Denver,CO,None,9,6,01701,3140922.0,1697675.0
2006-BFN-1023246,JW MARRIOTT AT DENVER CHERRY CREEK,150 CLAYTON LN,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-29 14:02:08,2020-03-01 00:00:00,None,None,None,None,None,None,10,3,03800,3153149.0,1687209.0
2010-BFN-1049883,OCEAN PRIME,1465 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-26 10:46:56,2019-12-08 00:00:00,186836.0,1465 Larimer St,None,Denver,CO,None,9,6,01701,3140910.0,1697828.0
2016-BFN-0001265,CONNOISSEUR ENCOUTNERS COMPANY INC,1920 MARKET ST,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-03-15 00:00:00,2017-03-15 00:00:00,225505.0,1920 Market St,None,Denver,CO,None,9,6,01701,3142235.0,1699538.0
2001-BFN-3870,LOOKIN GOOD LOUNGE,66 SHERIDAN BLVD,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-10 10:16:21.000001,2019-12-31 00:00:00,74355.0,66 N Sheridan Blvd,None,Denver,CO,None,3,4,00902,3125804.0,1686609.0
2018-BFN-0008638,SOUTH SHERIDAN ENTERPRISES INC.,1945 S SHERIDAN BLVDUNIT 101 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2018-11-26 00:00:00,2019-11-26 00:00:00,360451.0,1945 S Sheridan Blvd Unit 101,None,Denver,CO,None,2,4,04700,3125284.0,1673539.0
2019-BFN-0000261,ORGANIZATION OF CHINESE AMERICANS OF COLORADO,2200 W ALAMEDA AVEUNIT 30 ,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-01-30 09:43:19.000001,2020-01-30 00:00:00,379123.0,2200 W Alameda Ave Unit 30,None,Denver,CO,None,7,4,01301,3136826.0,1683878.0
2015-BFN-0002674,BOWMAN'S VINYL AND LOUNGE,1312 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-09-20 10:16:57,2019-07-16 00:00:00,104324.0,1312 S Broadway,None,Denver,CO,None,7,3,03001,3144341.0,1677589.0
2007-BFN-1027836,7-ELEVEN STORE 32810B,4500 N PEORIA ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2019-01-09 13:54:17,2020-02-07 00:00:00,12119.0,4500 N Peoria St,None,Denver,CO,None,8,5,08312,3183711.0,1709105.0
2019-BFN-0002119,RANGE OF MOTION PROJECT,250 N COLUMBINE STSTE 110 ,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-04-02 07:16:39,2020-04-02 00:00:00,465082.0,250 N Columbine St Ste 110,None,Denver,CO,None,10,3,03800,3152778.0,1687637.0
2012-BFN-1060986,7-ELEVEN #39504B,4351 S TAMARAC PKWY,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-10-08 12:51:30,2019-06-07 00:00:00,151997.0,4351 S Tamarac Street Pkwy,None,Denver,CO,None,4,3,06809,3170370.0,1657712.0
2018-BFN-0006900,YOUTH ON RECORD,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-03 11:16:34,2019-10-03 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2010-BFN-1046297,KENNEDY GOLF COURSE,10500 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES,LICENSE ISSUED - ACTIVE,2018-08-10 15:49:21,2019-08-02 00:00:00,148122.0,10500 E Hampden Ave,None,Denver,CO,None,4,3,07006,3178264.0,1663244.0
2012-BFN-1058722,TRADE TAVERN,475 SANTA FE DR,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-08 13:13:45.000001,2019-05-11 00:00:00,77931.0,475 N Santa Fe Dr,None,Denver,CO,None,7,3,02100,3140925.0,1688951.0
2019-BFN-0001352,WEALTH IN COMMUNITY KNOWLEDGE,2041 LAWRENCE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-03-05 10:06:51.000001,2020-03-05 00:00:00,55027.0,2041 Lawrence St,None,Denver,CO,None,9,6,01600,3143056.0,1699581.0
2002-BFN-84122,KOKORO,2390 S COLORADO BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-08-03 13:15:48,2019-08-25 00:00:00,246510.0,2390 S Colorado Blvd,None,Denver,CO,None,4,3,05300,3157532.0,1670661.0
2013-BFN-1068836,ROCKY TOP TAVERN,4907 LOWELL BLVD,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-04-16 10:09:26,2019-04-09 00:00:00,246430.0,4907 N Lowell Blvd,None,Denver,CO,None,1,1,00101,3130756.0,1711468.0
2019-BFN-0001126,BONNIE BRAE BEVERAGE INC,785 S UNIVERSITY BLVD,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2019-02-12 00:00:00,2020-02-12 00:00:00,88878.0,785 S University Blvd,None,Denver,CO,None,6,3,03402,3152070.0,1681161.0
2011-BFN-1052286,IGNITE KITCHEN & COCKTAILS,2124 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-12-07 12:32:48,2019-12-18 00:00:00,378967.0,2124 Larimer St,None,Denver,CO,None,9,6,01600,3143189.0,1699998.0
